Txn No.,Txn Date,Description,Branch Name,Cheque No.,Dr Amount,Cr Amount,Balance,KIMS Remarks
S50411299,20-12-2024,"NRTGS/HDFCR5202
4122072901733/JAIN
PIPE STORE",-,,,"9,50,000.00","2,74,03,123.1
4 Dr.",
S50507045,20-12-2024,"NRTGS/HDFCR5202
4122072991255/JAY
STEEL TRADERS",-,,,"5,50,000.00","2,68,53,123.1
4 Dr.",
S50758520,20-12-2024,"NRTGS/HDFCR5202
4122072991565/BHA
UKA TRADING
COMPAN",-,,,"2,85,000.00","2,65,68,123.1
4 Dr.",
S50775673,20-12-2024,"NEFT_IN:AXOIC3550
6181624/0036/ SHIV
VANDANA TRADING",-,,,"10,00,000.00","2,55,68,123.1
4 Dr.",
S50850484,20-12-2024,"NRTGS/UTIBR62024
122089761282/NOBL
E TRADING
COMPANY",-,,,"10,07,000.00","2,45,61,123.1
4 Dr.",
S50903760,20-12-2024,"NRTGS/HDFCR5202
4122072991495/KRIS
HNA METAL AND
STE",-,,,"5,86,956.00","2,39,74,167.1
4 Dr.",
S52445154,20-12-2024,"NEFT_IN:001795545
606/0037/ R.K.
DISTRIBUTORS",-,,,"20,00,000.00","2,19,74,167.1
4 Dr.",
S52641483,20-12-2024,"NRTGS/SBINR12024
122069532447/M S
AGGARWAL
ENTERPRI",-,,,"9,36,700.00","2,10,37,467.1
4 Dr.",
S53668240,20-12-2024,"NEFT_IN:IDFBH2435
5107761/0037/
SHANKARA
BUILDING
PRODUCTS LTD",-,,,"48,00,001.00","1,62,37,466.1
4 Dr.",
S55210436,20-12-2024,"NRTGS/SBINR12024
122069535275/AMRI
TNATH STEEL",-,,,"50,00,000.00","1,12,37,466.1
4 Dr.",
S55265522,20-12-2024,"NRTGS/ICICR420241
22000566141/NAVEE
N INDUSTRIES",-,,,"10,00,000.00","1,02,37,466.1
4 Dr.",
S56373606,20-12-2024,"NEFT_IN:386806956
31DC/0040/ NAVEEN
INDUSTRIES",-,,,"1,26,000.00","1,01,11,466.1
4 Dr.",
S58417106,20-12-2024,"NRTGS/HDFCR5202
4122072995587/BISH
NOI INDUSTRIES PR",-,,,"26,56,735.00","74,54,731.14
Dr.",
S59296662,20-12-2024,"NEFT_IN:N35524346
6267983/0042/
SIGMA STEELS",-,,,"1,20,000.00","73,34,731.14
Dr.",
S59419458,20-12-2024,"NEFT_IN:N35524346
6275888/0042/
BISHNOI
INDUSTRIES
PRIVATE LIMITED",-,,,"24,510.00","73,10,221.14
Dr.",
S59797507,20-12-2024,"NRTGS/PUNBR5202
4122016334245/5185
612809/JINDAL IND",-,,"2,00,00,000.0
0",,"2,73,10,221.1
4 Dr.",
S59812338,20-12-2024,"NRTGS/PUNBR5202
4122016334253/5185
612921/JINDAL IND",-,,"2,00,00,000.0
0",,"4,73,10,221.1
4 Dr.",
S59824310,20-12-2024,"NRTGS/PUNBR5202
4122016334261/5185
612881/JINDAL IND",-,,"2,00,00,000.0
0",,"6,73,10,221.1
4 Dr.",
S59831336,20-12-2024,"NRTGS/PUNBR5202
4122016334266/5185
612832/JINDAL IND",-,,"1,00,00,000.0
0",,"7,73,10,221.1
4 Dr.",
S61860512,20-12-2024,"NRTGS/SBINR12024
122069542186/MOH
AMMED KHAMBHATI
AN",-,,,"7,09,041.00","7,66,01,180.1
4 Dr.",
S62265330,20-12-2024,"NEFT_IN:SBIN42435
5036587/0046/
GUPTA HARDWARE
STORE PVT LTD",-,,,"1,89,000.00","7,64,12,180.1
4 Dr.",
S66732369,21-12-2024,"IMPS-
IN/435608379256/701
5869792/PROJECT",-,,,"4,50,000.00","7,59,62,180.1
4 Dr.",
S68702849,21-12-2024,"BY INST 2402 :
CTO11- 1 DAY  LAT",-,,,"15,75,085.00","7,43,87,095.1
4 Dr.",
S71252447,21-12-2024,"From:XXXX3561:GU
PTA HARDWARE
STORE PVT. LT",-,,,"1,84,000.00","7,42,03,095.1
4 Dr.",
S72376794,21-12-2024,"NRTGS/HDFCR5202
4122172969484/SHRI
ANAND PIPE CENTR",-,,,"2,45,000.00","7,39,58,095.1
4 Dr.",
S73979963,21-12-2024,"NRTGS/HDFCR5202
4122173068481/MAH
AVEER PIPES AND
CO",-,,,"19,66,798.00","7,19,91,297.1
4 Dr.",
S75455498,21-12-2024,"NRTGS/HDFCR5202
4122173046290/JAY
ANT INFRA CO",-,,,"18,22,474.00","7,01,68,823.1
4 Dr.",
S77646605,21-12-2024,"NEFT_IN:N35624346
6677813/0025/ SHAM
PIPE AND IRON
STORE",-,,,"7,00,000.00","6,94,68,823.1
4 Dr.",
S77790848,21-12-2024,"NRTGS/CBINR52024
122110003551/M S
PIPE DISTRIBUTOR",-,,,"37,74,413.00","6,56,94,410.1
4 Dr.",
S77817983,21-12-2024,"NEFT_IN:N35624346
6688910/0025/
BOMBAY
HARDWARE
PRIVATE LIMITED
BAN",-,,,"13,352.00","6,56,81,058.1
4 Dr.",
S79048722,21-12-2024,"NEFT_IN:N35624346
6726962/0026/
BOMBAY
HARDWARE
PRIVATE LIMITED
SCD",-,,,"1,74,488.00","6,55,06,570.1
4 Dr.",
S79159036,21-12-2024,"NEFT_IN:YESCB435
60197956/0026/
CHOPDA STEEL
TUBE PRIVATE
LIMITED",-,,,"9,90,000.00","6,45,16,570.1
4 Dr.",
S79275617,21-12-2024,"NRTGS/UBINR22024
122101724455/NAGA
RDAS KANJI SHAH",-,,,"3,09,060.00","6,42,07,510.1
4 Dr.",
S79525723,21-12-2024,"NRTGS/HDFCR5202
4122173083432/BOM
BAY HARDWARE
PRIVA",-,,,"3,48,051.00","6,38,59,459.1
4 Dr.",
S79663126,21-12-2024,"NRTGS/KARBR5202
4122100437533/TUB
E SYNDICATE",-,,,"16,77,651.00","6,21,81,808.1
4 Dr.",
S80020973,21-12-2024,"NRTGS/KKBKR2202
4122115175554/AJA
Y PIPE COMPANY",-,,,"30,00,000.00","5,91,81,808.1
4 Dr.",
S80157048,21-12-2024,"NRTGS/FDRLR52024
122133396322/OM
SCAFFOLDERS",-,,,"6,43,374.00","5,85,38,434.1
4 Dr.",
S82150471,21-12-2024,"NEFT_IN:KKBKH243
56923201/0028/
Radhika Pipes Pvt Ltd",-,,,"63,25,770.00","5,22,12,664.1
4 Dr.",
S82494169,21-12-2024,"NRTGS/CNRBR5202
4122195745719/SHIV
AM STEEL TUBES",-,,,"17,00,000.00","5,05,12,664.1
4 Dr.",
S82556262,21-12-2024,"NRTGS/HDFCR5202
4122173097451/DEL
HI TUBES AND
PIPES",-,,,"33,25,000.00","4,71,87,664.1
4 Dr.",
S82581680,21-12-2024,"NRTGS/JAKAR52024
122100021403/JVL
STEEL PRIVATE LIM",-,,,"26,50,271.00","4,45,37,393.1
4 Dr.",
S84279006,21-12-2024,"NRTGS/HDFCR5202
4122173083658/SHIB
DASS   SONS PRIV",-,,,"15,80,292.00","4,29,57,101.1
4 Dr.",
S84656951,21-12-2024,"NRTGS/PUNBR5202
4122116355423/5185
705612/JSW DOLVI",-,,"2,00,00,000.0
0",,"6,29,57,101.1
4 Dr.",
S84960113,21-12-2024,"NRTGS/HDFCR5202
4122173127545/VINA
YAK PIPES AND TUB",-,,,"16,58,111.00","6,12,98,990.1
4 Dr.",
S85250923,21-12-2024,"NEFT_IN:0811OP414
6423690/0030/
NANDKISHORE
COMPANY",-,,,"7,86,930.00","6,05,12,060.1
4 Dr.",
S85465993,21-12-2024,"NEFT_IN:0811OP414
6423645/0030/
NANDKISHORE
COMPANY",-,,,"17,25,490.00","5,87,86,570.1
4 Dr.",
S85933778,21-12-2024,"NRTGS/SRCBR1202
4122105511134/HEE
NA PIPE FITTINGS",-,,,"2,00,000.00","5,85,86,570.1
4 Dr.",
S86101719,21-12-2024,"IMPS-
IN/435615227236/701
5869792/PROJECT",-,,,"5,00,000.00","5,80,86,570.1
4 Dr.",
S86150940,21-12-2024,"NRTGS/BARBR5202
4122100975873/MAN
I STEELS",-,,,"5,00,000.00","5,75,86,570.1
4 Dr.",
S86382174,21-12-2024,"NRTGS/HDFCR5202
4122173165762/MAD
RAS STEELS AND
TUB",-,,,"31,63,027.00","5,44,23,543.1
4 Dr.",
S86387834,21-12-2024,"NRTGS/HDFCR5202
4122173191491/M B
TUBES PRIVATE LIM",-,,,"15,68,699.00","5,28,54,844.1
4 Dr.",
S86458571,21-12-2024,"NEFT_IN:CMS47425
09187/0031/
COMFONOMICS
DESIGN VENTURES
LLP",-,,,"6,34,719.00","5,22,20,125.1
4 Dr.",
S86667125,21-12-2024,"NEFT_IN:P35624039
0915210/0031/ MS D
AGENCY",-,,,"1,00,000.00","5,21,20,125.1
4 Dr.",
S86784233,21-12-2024,"NRTGS/ICICR220241
22106873180/JINDAL
STAINLESS LIMI",-,,,"30,19,660.15","4,91,00,464.9
9 Dr.",
S86945412,21-12-2024,"NRTGS/FDRLR52024
122100852695/ALLIE
D TUBES PVT LTD",-,,,"38,49,065.00","4,52,51,399.9
9 Dr.",
S86957886,21-12-2024,"NEFT_IN:AUBLH356
22533880/0031/
ASHOK MALIK AND
COMPANY",-,,,"3,00,000.00","4,49,51,399.9
9 Dr.",
S87127288,21-12-2024,"NEFT_IN:N35624346
6978663/0031/
NAITIK HARDWARE
AND MILL STORE",-,,,"17,57,557.00","4,31,93,842.9
9 Dr.",
S87379473,21-12-2024,"NRTGS/IDFBR52024
122100599089/GANE
SH TUBE
CORPORATI",-,,,"35,61,585.00","3,96,32,257.9
9 Dr.",
S87576629,21-12-2024,"NRTGS/DCBLR5202
4122180421931/JAI
MAHARASHTRA
ENGGC",-,,,"7,00,000.00","3,89,32,257.9
9 Dr.",
S87944774,21-12-2024,"NRTGS/CNRBR5202
4122195760546/HIN
D BUILDERS",-,,,"8,00,000.00","3,81,32,257.9
9 Dr.",
S88144982,21-12-2024,"NEFT_IN:R00124356
5512490/0032/
SHREEJI
STEELTUBES PVT
LTD",-,,,"17,941.00","3,81,14,316.9
9 Dr.",
S88195880,21-12-2024,"NRTGS/SCBLR12024
122100808091/BHAR
AT TUBES
CORPORAT",-,,,"6,86,644.00","3,74,27,672.9
9 Dr.",
S88208159,21-12-2024,"NRTGS/PSIBR22024
122100703473/AJAY
PIPE COMPANY",-,,,"12,00,000.00","3,62,27,672.9
9 Dr.",
S89226722,21-12-2024,"NRTGS/UCBAR5202
4122100193170/FLO
WMECH
SOLUTIONS",-,,,"12,49,088.00","3,49,78,584.9
9 Dr.",
S89384578,21-12-2024,"NRTGS/SBINR12024
122169616964/SHIV
SHAKTI STEEL IND",-,,,"3,00,000.00","3,46,78,584.9
9 Dr.",
S89516554,21-12-2024,"NRTGS/HDFCR5202
4122173149124/SMA
A STEEL",-,,,"5,09,508.00","3,41,69,076.9
9 Dr.",
M666069,21-12-2024,"JAIN BROTHERS
-025900","KARNAL, GT ROAD",,,"3,60,000.00","3,38,09,076.9
9 Dr.",
S90030523,21-12-2024,"NEFT_IN:SBIN42435
6526914/0033/ P C
SONS",-,,,"2,44,838.00","3,35,64,238.9
9 Dr.",
S90218712,21-12-2024,"REJECT:2402:REFE
R TO DRAWER",-,,"15,75,085.00",,"3,51,39,323.9
9 Dr.",
S91141834,21-12-2024,"NRTGS/UBINR22024
122101760532/GARG
ENTERPRISES",-,,,"2,92,500.00","3,48,46,823.9
9 Dr.",
S91186993,21-12-2024,"NRTGS/HDFCR5202
4122173264084/AMB
IKA STEEL
PRODUCTS",-,,,"4,07,000.00","3,44,39,823.9
9 Dr.",
S91256106,21-12-2024,"NRTGS/ICICR420241
22100539828/DURG
A ENTERPRISES",-,,,"15,00,000.00","3,29,39,823.9
9 Dr.",
S91314552,21-12-2024,"IMPS-
IN/435617638927/982
9167275/RKTRADIN",-,,,"4,25,000.00","3,25,14,823.9
9 Dr.",
S91952306,21-12-2024,"IMPS-
IN/435617474924/902
2822362/V.K. ENT",-,,,"4,03,111.00","3,21,11,712.9
9 Dr.",
S92505611,21-12-2024,"NRTGS/JAKAR52024
122100075627/DINE
SH SANITARY
STORE",-,,,"15,75,085.00","3,05,36,627.9
9 Dr.",
M791110,21-12-2024,"Dr. Tran to Operative
Acct.",-,,"10,05,00,000.
00",,"13,10,36,627.
99 Dr.",
S93784239,21-12-2024,"From:XXXX3550:SHA
NTI ENTERPRISES",-,,,"3,09,973.00","13,07,26,654.
99 Dr.",
S93954750,21-12-2024,"NEFT_IN:N35624346
7208086/0035/
CONSORT
BUILDERS PVT LTD",-,,,"15,17,141.00","12,92,09,513.
99 Dr.",
M797747,21-12-2024,"Dr. Tran to Operative
Acct.",-,,"10,05,00,000.
00",,"22,97,09,513.
99 Dr.",
S94263273,21-12-2024,"OW CHQ :
2402 REJ",-,,236.00,,"22,97,09,749.
99 Dr.",
S95380489,21-12-2024,"NRTGS/UTIBR62024
122189925879/SING
HAL INDUSTRIES",-,,,"27,68,157.00","22,69,41,592.
99 Dr.",
S96554890,21-12-2024,"NRTGS/HDFCR5202
4122173293379/A V
ENTERPRISE",-,,,"6,04,497.00","22,63,37,095.
99 Dr.",
S98581147,21-12-2024,"IMPS-
IN/435618906616/996
7395474/JAI MAHA",-,,,"45,000.00","22,62,92,095.
99 Dr.",
S99914917,21-12-2024,"NEFT_IN:IDFBH2435
6259565/0038/
SHANKARA
BUILDING
PRODUCTS LTD",-,,,"33,78,593.00","22,29,13,502.
99 Dr.",
S2175536,21-12-2024,"NRTGS/SBINR12024
122169636243/H
VIKAS PIPE AND
STEE",-,,,"18,73,053.00","22,10,40,449.
99 Dr.",
S4355524,21-12-2024,"IMPS-
IN/435620165036/989
6328483/PETWARIA",-,,,"33,324.00","22,10,07,125.
99 Dr.",
S13131622,22-12-2024,"NEFT_IN:N35724346
7571096/0016/
DUGAR TUBES
PRIVATE LIMITED",-,,,"21,80,725.00","21,88,26,400.
99 Dr.",
S18923178,22-12-2024,"IMPS-
IN/435778941985/932
4143357/VIKRAM A",-,,,"5,00,000.00","21,83,26,400.
99 Dr.",
S20144283,22-12-2024,"NRTGS/HDFCR5202
4122273340939/VIKA
S ELECTRIC AND
HA",-,,,"30,00,000.00","21,53,26,400.
99 Dr.",
S38569867,22-12-2024,"NRTGS/HDFCR5202
4122273361474/M B
TUBES PRIVATE LIM",-,,,"31,75,212.00","21,21,51,188.
99 Dr.",
S53378568,23-12-2024,"NEFT GUPTA
HARDWARE STORE
PVT LTD",-,,,"1,77,000.00","21,19,74,188.
99 Dr.",
S58885449,23-12-2024,"NRTGS/KKBKR1202
4122300691163/Hars
h Enterprises",-,,,"6,27,317.00","21,13,46,871.
99 Dr.",
S60892030,23-12-2024,"NEFT_IN:AXOIC3582
3924839/0019/
VARDHMAN PIPES",-,,,"2,50,000.00","21,10,96,871.
99 Dr.",
S60897823,23-12-2024,"NEFT_IN:AUBLH358
22347160/0019/
ASHOK MALIK AND
COMPANY",-,,,"7,19,956.00","21,03,76,915.
99 Dr.",
S61396922,23-12-2024,"NRTGS/BARBR5202
4122300755700/U K
AND  SONS",-,,,"11,82,142.00","20,91,94,773.
99 Dr.",
S62939837,23-12-2024,"NEFT_IN:SBIN52435
8340623/0021/ KB
FIRE AND ENGG
WORK PVT LTD",-,,,"10,000.00","20,91,84,773.
99 Dr.",
S63811865,23-12-2024,"NRTGS/YESBR1202
4122300009888/DEL
HI TUBES AND
PIPES",-,,,"25,00,000.00","20,66,84,773.
99 Dr.",
S65118757,23-12-2024,"NRTGS/SBINR12024
122369675994/M S
AGGARWAL
ENTERPRI",-,,,"13,48,116.00","20,53,36,657.
99 Dr.",
S67457286,23-12-2024,"NEFT_IN:386964524
61DC/0024/ BAKSHI
BROS. AGENCIE",-,,,"10,00,000.00","20,43,36,657.
99 Dr.",
S68358153,23-12-2024,"NRTGS/KKBKR2202
4122315188923/AJA
Y PIPE COMPANY",-,,,"16,11,432.00","20,27,25,225.
99 Dr.",
S68683011,23-12-2024,"NRTGS/AUBLR62024
122310709150/STEE
L TUBES INDIA",-,,,"7,00,000.00","20,20,25,225.
99 Dr.",
S69114015,23-12-2024,"DBTRDecember/2901
859",-,,"70,000.00",,"20,20,95,225.
99 Dr.",
S69129334,23-12-2024,"NEFT_IN:N35824346
8383572/0025/
BHAUKA TRADING
COMPANY",-,,,"7,000.00","20,20,88,225.
99 Dr.",
S70552530,23-12-2024,"NRTGS/HDFCR5202
4122373452277/JIND
AL PIPE INDUSTRIE",-,,,"6,55,974.00","20,14,32,251.
99 Dr.",
M490225,23-12-2024,"BY  HINDUSTAN
DISTRIBUTERS
-302800","DELHI SECTOR 7
ROHINI",,,"13,50,000.00","20,00,82,251.
99 Dr.",
S71083636,23-12-2024,"NRTGS/KKBKR1202
4122300744500/GAZ
TECH
ENGINEERING P",-,,,"5,00,000.00","19,95,82,251.
99 Dr.",
S71327006,23-12-2024,"NRTGS/PSIBR22024
122300871858/AJAY
PIPE COMPANY",-,,,"10,00,000.00","19,85,82,251.
99 Dr.",
S72238106,23-12-2024,"IMPS-
IN/435879441960/932
4143357/VIKRAM A",-,,,"5,00,000.00","19,80,82,251.
99 Dr.",
S73149853,23-12-2024,"NEFT_IN:AXOIC3582
4582326/0027/
FABRICATION HUB",-,,,"1,50,831.00","19,79,31,420.
99 Dr.",
S73638548,23-12-2024,"NRTGS/JAKAR52024
122300039438/JVL
STEEL PRIVATE LIM",-,,,"38,75,128.00","19,40,56,292.
99 Dr.",
S73651136,23-12-2024,"NRTGS/JAKAR52024
122300039452/JVL
STEEL PRIVATE LIM",-,,,"34,58,983.00","19,05,97,309.
99 Dr.",
S73798835,23-12-2024,"NEFT_IN:IBKL24122
3921273/0028/
WADHAWAN
ENGINEERS",-,,,"7,40,638.00","18,98,56,671.
99 Dr.",
S74162319,23-12-2024,"NEFT_IN:N35824346
8629067/0028/ SHAM
PIPE AND IRON
STORE",-,,,"6,00,000.00","18,92,56,671.
99 Dr.",
S74207446,23-12-2024,"NRTGS/DCBLR5202
4122300398330/JIND
AL ENTERPRISES",-,,,"5,83,176.00","18,86,73,495.
99 Dr.",
S74502545,23-12-2024,"NRTGS/HDFCR5202
4122373515508/RAJ
KUMAR RAJESH
KUMA",-,,,"6,13,711.00","18,80,59,784.
99 Dr.",
S75828115,23-12-2024,"NRTGS/IDFBR52024
122300613576/BIND
AL PIPES PRIVATE",-,,,"10,00,000.00","18,70,59,784.
99 Dr.",
S77273968,23-12-2024,"IMPS-
IN/435815737948/981
4124755/AVINASH",-,,,"54,334.00","18,70,05,450.
99 Dr.",
S78690057,23-12-2024,"NRTGS/UBINR22024
122301828436/N R S
ENTERPRISES",-,,,"6,00,000.00","18,64,05,450.
99 Dr.",
S79021683,23-12-2024,"NRTGS/HDFCR5202
4122373586317/VINA
YAK PIPES AND TUB",-,,,"18,65,539.00","18,45,39,911.
99 Dr.",
S79669829,23-12-2024,"NEFT_IN:N35824346
8855031/0032/
MANSINGHKA
STORES",-,,,"16,91,936.00","18,28,47,975.
99 Dr.",
S79696887,23-12-2024,"IMPS-
IN/435816933599/996
7395474/JAI MAHA",-,,,"4,20,000.00","18,24,27,975.
99 Dr.",
S79768312,23-12-2024,"NEFT_IN:UCBAH243
58016649/0032/
RUDRANAND
TRADERS",-,,,"25,00,000.00","17,99,27,975.
99 Dr.",
S79888107,23-12-2024,"NEFT_IN:N35824346
8806368/0032/ OP
JINDAL INST OF
CANCER AND
CARDIA",-,,,"22,128.00","17,99,05,847.
99 Dr.",
S80631672,23-12-2024,"NRTGS/SCBLR12024
122300812683/BHAR
AT TUBES
CORPORAT",-,,,"22,41,975.00","17,76,63,872.
99 Dr.",
M1030331,23-12-2024,"FRM PRABH DYAL
-485100","BARAN,GOVT HIGH
SCHOOL (PB)",,,"4,74,838.00","17,71,89,034.
99 Dr.",
S81555083,23-12-2024,"NEFT_IN:N35824346
8906548/0033/ JAI
AMBAY STEEL
INDUSTRIES",-,,,"95,818.00","17,70,93,216.
99 Dr.",
S81587035,23-12-2024,"NEFT_IN:N35824346
8942575/0033/
AMBIKA STEEL
PRODUCTS",-,,,"1,50,000.00","17,69,43,216.
99 Dr.",
S81781271,23-12-2024,"NRTGS/HDFCR5202
4122373603250/BOM
BAY HARDWARE
PRIVA",-,,,"8,11,316.00","17,61,31,900.
99 Dr.",
S82219840,23-12-2024,"NRTGS/HDFCR5202
4122373680617/M B
TUBES PRIVATE LIM",-,,,"33,96,242.00","17,27,35,658.
99 Dr.",
S82314235,23-12-2024,"NRTGS/UTIBR52024
122300364507/VIJAY
SALES CORPORATI",-,,,"12,22,210.00","17,15,13,448.
99 Dr.",
S82582177,23-12-2024,"NRTGS/UTIBR52024
122300364814/SRI
RAM ENTERPRISES",-,,,"10,85,715.00","17,04,27,733.
99 Dr.",
S84056202,23-12-2024,"NEFT_IN:0811OP414
6484975/0034/
NANDKISHORE
COMPANY",-,,,"32,54,952.00","16,71,72,781.
99 Dr.",
S84140239,23-12-2024,"NEFT_IN:0811OP414
6485218/0034/
NANDKISHORE
COMPANY",-,,,"10,07,237.00","16,61,65,544.
99 Dr.",
S84309121,23-12-2024,"From:XXXX3561:GU
PTA HARDWARE
STORE PVT. LT",-,,,"46,000.00","16,61,19,544.
99 Dr.",
S84644362,23-12-2024,"NRTGS/HSBCR2202
4122328036518/MAH
ANAGAR GAS
LIMITED",-,,,"26,11,887.00","16,35,07,657.
99 Dr.",
S85026342,23-12-2024,"IMPS-
IN/435817095274/902
2822362/V.K. ENT",-,,,"90,601.00","16,34,17,056.
99 Dr.",
S85030893,23-12-2024,"NRTGS/ICICR220241
22306896117/JINDAL
STAINLESS LIMI",-,,,"4,84,954.04","16,29,32,102.
95 Dr.",
S85278775,23-12-2024,"NRTGS/KKBKR5202
4122300825673/SHR
EE HANUMAN
STEELS",-,,,"18,06,037.00","16,11,26,065.
95 Dr.",
S85615849,23-12-2024,"NRTGS/KKBKR5202
4122300826544/SHR
EE HANUMAN
STEELS",-,,,"14,88,791.00","15,96,37,274.
95 Dr.",
S85901699,23-12-2024,"NEFT_IN:000155370
837/0035/ LOKESH
STEEL TUBES",-,,,"12,30,754.00","15,84,06,520.
95 Dr.",
S86316067,23-12-2024,"NEFT_IN:BARBW243
58022509/0035/
SHREE PADMAVATI
ENGINEERS I PVT
LT",-,,,"3,92,278.00","15,80,14,242.
95 Dr.",
S87494158,23-12-2024,"NRTGS/PUNBR5202
4122316423547/5185
844752/JSW DOLVI",-,,"2,00,00,000.0
0",,"17,80,14,242.
95 Dr.",
S88508123,23-12-2024,"NRTGS/YESBR1202
4122300028111/JIND
AL INDUSTRIES PR",-,,,"2,00,00,000.0
0","15,80,14,242.
95 Dr.",
S88636473,23-12-2024,"NRTGS/YESBR1202
4122300026698/JIND
AL INDUSTRIES PR",-,,,"1,75,00,000.0
0","14,05,14,242.
95 Dr.",
S88633987,23-12-2024,"NRTGS/YESBR1202
4122300028109/JIND
AL INDUSTRIES PR",-,,,"2,00,00,000.0
0","12,05,14,242.
95 Dr.",
S88944563,23-12-2024,"NRTGS/HDFCR5202
4122373667119/ABHI
SHEK SALES",-,,,"15,00,000.00","11,90,14,242.
95 Dr.",
S89153148,23-12-2024,"From:XXXX1464:RAJ
ESH STEELS",-,,,"5,51,715.00","11,84,62,527.
95 Dr.",
S89183632,23-12-2024,"IMPS-
IN/435818256673/701
5869792/PROJECT",-,,,"2,50,000.00","11,82,12,527.
95 Dr.",
S89486564,23-12-2024,"NRTGS/ICICR420241
22300568334/INFRA
CORPORATION",-,,,"18,87,468.00","11,63,25,059.
95 Dr.",
S90187878,23-12-2024,"NRTGS/SBINR12024
122369778900/B K
TRADERS",-,,,"17,00,000.00","11,46,25,059.
95 Dr.",
S93711784,23-12-2024,"NRTGS/HDFCR5202
4122373698995/ZEE
L STEEL TUBES",-,,,"6,86,149.00","11,39,38,910.
95 Dr.",
S94224055,23-12-2024,"NRTGS/ICICR420241
22300575303/METR
OO PIPES AND
TUBE",-,,,"16,16,831.00","11,23,22,079.
95 Dr.",
S95120533,23-12-2024,"NRTGS/IDFBR52024
122300621273/BIND
AL PIPES PRIVATE",-,,,"11,00,000.00","11,12,22,079.
95 Dr.",
S96142285,23-12-2024,"NRTGS/UTIBR62024
122390206528/VEER
BROTHERS STEEL",-,,,"14,79,580.00","10,97,42,499.
95 Dr.",
S96321646,23-12-2024,"NEFT_IN:001800409
260/0041/ R.K.
DISTRIBUTORS",-,,,"18,00,000.00","10,79,42,499.
95 Dr.",
S97231830,23-12-2024,"NRTGS/SBINR12024
122369790586/AMRI
TNATH STEEL",-,,,"15,00,000.00","10,64,42,499.
95 Dr.",
S347722,24-12-2024,"NEFT GUPTA
HARDWARE STORE
PVT LTD",-,,,"2,01,000.00","10,62,41,499.
95 Dr.",
S731855,24-12-2024,"NRTGS/HDFCR5202
4122473800995/SIG
MA STEELS",-,,,"2,26,742.00","10,60,14,757.
95 Dr.",
S8933199,24-12-2024,"NRTGS/PUNBR5202
4122416430695/5185
955514/STEEL AUTH",-,,"2,00,00,000.0
0",,"12,60,14,757.
95 Dr.",
S8946119,24-12-2024,"NRTGS/PUNBR5202
4122416430709/5185
955530/STEEL AUTH",-,,"30,00,000.00",,"12,90,14,757.
95 Dr.",
S9372023,24-12-2024,"NRTGS/INDBR32024
122400104282/BANS
AL STEEL TUBES
CO",-,,,"9,70,244.00","12,80,44,513.
95 Dr.",
S12191722,24-12-2024,"NRTGS/YESBR1202
4122400013752/DEL
HI TUBES AND
PIPES",-,,,"24,50,000.00","12,55,94,513.
95 Dr.",
S12677904,24-12-2024,"NEFT_IN:N35924347
0413206/0023/
NAITIK HARDWARE
AND MILL STORE",-,,,"7,78,050.00","12,48,16,463.
95 Dr.",
S13456603,24-12-2024,"NRTGS/HDFCR5202
4122473890029/MAH
AVEER PIPES AND
CO",-,,,"11,43,620.00","12,36,72,843.
95 Dr.",
S13586010,24-12-2024,"NEFT_IN:KKBKH243
59912009/0024/
Radhika Pipes Pvt Ltd",-,,,"51,04,947.00","11,85,67,896.
95 Dr.",
S13774382,24-12-2024,"NEFT_IN:N35924347
0461073/0024/
MANSINGHKA
STORES",-,,,"24,88,073.00","11,60,79,823.
95 Dr.",
S14454467,24-12-2024,"NRTGS/HDFCR5202
4122473786222/JIND
AL PIPE INDUSTRIE",-,,,"19,97,549.00","11,40,82,274.
95 Dr.",
S14460762,24-12-2024,"NRTGS/HDFCR5202
4122473902490/JAI
DURGA TRADING
COM",-,,,"2,50,000.00","11,38,32,274.
95 Dr.",
S14848250,24-12-2024,"NRTGS/HDFCR5202
4122473892219/GOE
L HARDWARE",-,,,"3,73,747.00","11,34,58,527.
95 Dr.",
S14889647,24-12-2024,"NRTGS/HDFCR5202
4122473863608/GOE
L HARDWARE",-,,,"9,30,000.00","11,25,28,527.
95 Dr.",
S14907090,24-12-2024,"NRTGS/HDFCR5202
4122473892005/GOE
L HARDWARE",-,,,"9,40,000.00","11,15,88,527.
95 Dr.",
S15053499,24-12-2024,"NRTGS/AUCBR5202
4122400900049/BIHA
RI LAL SAH",-,,,"12,12,978.00","11,03,75,549.
95 Dr.",
S15700763,24-12-2024,"IMPS-
IN/435912253421/992
8082292/STEEL TU",-,,,"21,296.00","11,03,54,253.
95 Dr.",
S16225000,24-12-2024,"NRTGS/KKBKR2202
4122415203992/AJA
Y PIPE COMPANY",-,,,"10,00,000.00","10,93,54,253.
95 Dr.",
S16528109,24-12-2024,"NRTGS/HDFCR5202
4122473930681/OM
METALS6622",-,,,"18,25,281.00","10,75,28,972.
95 Dr.",
S16540672,24-12-2024,"NRTGS/IDFBR52024
122400626631/KABR
A STEEL TUBES
COM",-,,,"9,00,000.00","10,66,28,972.
95 Dr.",
S17664795,24-12-2024,"NRTGS/HDFCR5202
4122473920495/BOM
BAY HARDWARE
PRIVA",-,,,"26,10,697.00","10,40,18,275.
95 Dr.",
